4 2 1 0 0 11 10.600000 2212 0 0.310378
4 2 1 0 0 11 10.600000 2112 0 0.083048
1 -1 1    11     0     0     -0.48633032      0.56030163      4.40688893      4.46890651 0.000510 0.000000 0.000000 -3.000000
2 -1 1  2212     0     0      0.02159148      0.01791810     -0.04176018      0.93961996 0.938272 0.000000 0.000000 -3.000000
3 -1 1  2112     0     0      0.59140817     -0.70517298      0.61958811      1.45385871 0.939565 0.000000 0.000000 -3.000000
4 -1 1    22     0     0     -0.12666933      0.12695324      5.61528313      5.61814621 0.000000 0.000000 0.000000 -3.000000
4 2 1 0 0 11 10.600000 2212 0 0.003754
1 -1 1    11     0     0      0.29468314     -1.00742552      2.30767796      2.53517694 0.000510 0.000000 0.000000 -3.000000
2 -1 1  2112     0     0      0.01688232      0.01712519      0.00357016      0.93987988 0.939565 0.000000 0.000000 -3.000000
3 -1 1  2212     0     0     -0.44358802      1.00222368      1.10212215      1.81555787 0.938272 0.000000 0.000000 -3.000000
4 -1 1    22     0     0      0.13202256     -0.01192335      7.18662972      7.18785217 0.000000 0.000000 0.000000 -3.000000
4 2 1 0 0 11 10.600000 2112 0 0.005453
1 -1 1    11     0     0     -0.42984451      0.17937038      0.42502820      0.63054680 0.000510 0.000000 0.000000 -3.000000
2 -1 1  2212     0     0      0.00043409      0.00074782     -0.02634567      0.93864229 0.938272 0.000000 0.000000 -3.000000
3 -1 1  2112     0     0     -0.21667833      0.16568397      0.36255690      1.04337498 0.939565 0.000000 0.000000 -3.000000
4 -1 1    22     0     0      0.64608873     -0.34580219      9.83876055      9.86601333 0.000000 0.000000 0.000000 -3.000000
4 2 1 0 0 11 10.600000 2212 0 0.022109
1 -1 1    11     0     0     -0.51222609      0.51712699      0.80116469      1.08243291 0.000510 0.000000 0.000000 -3.000000
2 -1 1  2112     0     0     -0.04988902     -0.11813081      0.11638941      0.95539178 0.939565 0.000000 0.000000 -3.000000
3 -1 1  2212     0     0      0.16693641      0.07945573      0.21020798      0.97914395 0.938272 0.000000 0.000000 -3.000000
4 -1 1    22     0     0      0.39517869     -0.47845191      9.47223791      9.49254305 0.000000 0.000000 0.000000 -3.000000
4 2 1 0 0 11 10.600000 2112 0 0.017813
1 -1 1    11     0     0     -0.71186259     -0.46673841      3.97119638      4.06140296 0.000510 0.000000 0.000000 -3.000000
2 -1 1  2212     0     0      0.08685723     -0.00381188      0.06204551      0.94433196 0.938272 0.000000 0.000000 -3.000000
3 -1 1  2112     0     0      0.81537439      0.37552449      0.46714570      1.38089185 0.939565 0.000000 0.000000 -3.000000
